#Parameters = {fl=73; fw=50; mt=4; pl=94; pw=140; sh=50; sl=240; sw=300}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (2) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	1.7105902308920
0.19000000000000	3.3906066282550
0.28000000000000	6.3283137429763
0.37000000000000	9.6491939433818
0.46000000000000	8.3045391204504
0.55000000000000	8.7090097694568
0.64000000000000	9.6060139831723
0.73000000000000	10.405426327015
0.82000000000000	8.9639824495170
0.91000000000000	9.8062454932904
1.0000000000000	9.8087266096181
#Parameters = {fl=69.4; fw=50; mt=4; pl=101.2; pw=140; sh=50; sl=240; sw=300}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (3) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	1.7287849710133
0.19000000000000	3.4558973946382
0.28000000000000	6.3767534238589
0.37000000000000	9.6849534081115
0.46000000000000	8.3569480311611
0.55000000000000	8.7321366236870
0.64000000000000	9.7246671039389
0.73000000000000	10.364571907572
0.82000000000000	8.8901872060043
0.91000000000000	9.6369642330227
1.0000000000000	9.3196848057721
#Parameters = {fl=65.8; fw=50; mt=4; pl=108.4; pw=140; sh=50; sl=240; sw=300}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (4) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	1.7228556855207
0.19000000000000	3.4179012335415
0.28000000000000	6.3681340924279
0.37000000000000	9.6925202068434
0.46000000000000	8.3925883524577
0.55000000000000	8.7715608355113
0.64000000000000	9.7325174197989
0.73000000000000	10.211101906151
0.82000000000000	8.6709128487791
0.91000000000000	9.3388424635539
1.0000000000000	8.7478299851173
#Parameters = {fl=62.2; fw=50; mt=4; pl=115.6; pw=140; sh=50; sl=240; sw=300}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (5) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	1.7476166181617
0.19000000000000	3.4369080979134
0.28000000000000	6.3505446087562
0.37000000000000	9.6697005877337
0.46000000000000	8.4459090473358
0.55000000000000	8.8225087820516
0.64000000000000	9.7386283200522
0.73000000000000	10.059894648086
0.82000000000000	8.6238941380772
0.91000000000000	9.1397308086985
1.0000000000000	8.9417247587881
#Parameters = {fl=58.6; fw=50; mt=4; pl=122.8; pw=140; sh=50; sl=240; sw=300}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (6) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	1.7459762412842
0.19000000000000	3.4359485468680
0.28000000000000	6.3504018260385
0.37000000000000	9.6723244302413
0.46000000000000	8.4559664138836
0.55000000000000	8.8304989626319
0.64000000000000	9.7661489634896
0.73000000000000	9.8556756707842
0.82000000000000	8.5817727604915
0.91000000000000	8.8582548787202
1.0000000000000	9.1961615351160
#Parameters = {fl=55; fw=50; mt=4; pl=130; pw=140; sh=50; sl=240; sw=300}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (7) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	1.7541771538600
0.19000000000000	3.4214386255485
0.28000000000000	6.3773281106864
0.37000000000000	9.6598094191101
0.46000000000000	8.4676828997340
0.55000000000000	8.8480676604113
0.64000000000000	9.7211328347247
0.73000000000000	9.7065902630832
0.82000000000000	8.5639057735275
0.91000000000000	9.1558429471285
1.0000000000000	9.6119931962828
#Parameters = {fl=51.4; fw=50; mt=4; pl=137.2; pw=140; sh=50; sl=240; sw=300}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (8) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	1.7600606515447
0.19000000000000	3.4200801294511
0.28000000000000	6.3902026542895
0.37000000000000	9.6333800576914
0.46000000000000	8.5288532104473
0.55000000000000	8.8760033855689
0.64000000000000	9.6394275612367
0.73000000000000	9.5522896503518
0.82000000000000	8.5036217589906
0.91000000000000	9.4656157241544
1.0000000000000	9.8727852746748
#Parameters = {fl=47.8; fw=50; mt=4; pl=144.4; pw=140; sh=50; sl=240; sw=300}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (9) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	1.7799793564786
0.19000000000000	3.4033855874777
0.28000000000000	6.4113397758810
0.37000000000000	9.6238818338781
0.46000000000000	8.4761007863979
0.55000000000000	8.8675439423168
0.64000000000000	9.6207868551498
0.73000000000000	9.3861973237650
0.82000000000000	8.3948745233345
0.91000000000000	9.5168048992497
1.0000000000000	9.9977880176708
