#Parameters = {fl=20.5; fw=50; mt=4; pl=199; pw=259; sh=98; sl=240; sw=300}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) [Real Part]"
#-----------------------------------------------------------------------
0.10000000000000	2.6779602867127
0.19000000000000	3.3841966492280
0.28000000000000	3.7612972542475
0.37000000000000	9.3152408624893
0.46000000000000	7.7584652779798
0.55000000000000	8.4875848904164
0.64000000000000	6.5006389307373
0.73000000000000	7.8930022636525
0.82000000000000	9.5247326234936
0.91000000000000	10.176468385295
1.0000000000000	9.7510903334886
#Parameters = {fl=69.5; fw=50; mt=4; pl=101; pw=139; sh=49; sl=240; sw=300}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (1) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	1.7020657084660
0.19000000000000	3.3540833249303
0.28000000000000	6.2954761674011
0.37000000000000	9.6449207607749
0.46000000000000	8.3162651667346
0.55000000000000	8.7262515688254
0.64000000000000	9.7088391523495
0.73000000000000	10.414953010544
0.82000000000000	8.8740374279969
0.91000000000000	9.5539587176009
1.0000000000000	9.3039620526589
#Parameters = {fl=69.5; fw=50; mt=4; pl=101; pw=149; sh=49; sl=240; sw=300}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (2) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	1.7182447687082
0.19000000000000	3.3367964746250
0.28000000000000	6.3618623212431
0.37000000000000	9.6394752128067
0.46000000000000	8.3304623514261
0.55000000000000	8.7468950379945
0.64000000000000	9.7270570019949
0.73000000000000	9.9880935357971
0.82000000000000	8.5576219684864
0.91000000000000	9.5076604931005
1.0000000000000	9.1649339456592
#Parameters = {fl=69.5; fw=50; mt=4; pl=101; pw=159; sh=49; sl=240; sw=300}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (3) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	1.7219861763327
0.19000000000000	3.3505172880397
0.28000000000000	6.3854375234922
0.37000000000000	9.6331675047276
0.46000000000000	8.2729997128932
0.55000000000000	8.7671234768680
0.64000000000000	9.6703953605816
0.73000000000000	9.2557931651901
0.82000000000000	8.3236507672189
0.91000000000000	9.4890311274928
1.0000000000000	9.1666233244752
#Parameters = {fl=69.5; fw=50; mt=4; pl=101; pw=169; sh=49; sl=240; sw=300}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (4) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	1.7410389711782
0.19000000000000	3.3191301765498
0.28000000000000	6.3966842958914
0.37000000000000	9.5967660141198
0.46000000000000	8.2915223202947
0.55000000000000	8.7845941976534
0.64000000000000	9.5431582579953
0.73000000000000	8.4842931821429
0.82000000000000	8.0944607238937
0.91000000000000	9.6308160730708
1.0000000000000	9.3139693990672
#Parameters = {fl=69.5; fw=50; mt=4; pl=101; pw=179; sh=49; sl=240; sw=300}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (5) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	1.8056165142565
0.19000000000000	3.3254206270221
0.28000000000000	6.3227675984719
0.37000000000000	9.5574161656016
0.46000000000000	8.2693690002313
0.55000000000000	8.7863500808420
0.64000000000000	9.3328843917616
0.73000000000000	8.3590011358796
0.82000000000000	8.0783025000989
0.91000000000000	9.6704631248700
1.0000000000000	9.3361958752942
#Parameters = {fl=69.5; fw=50; mt=4; pl=101; pw=189; sh=49; sl=240; sw=300}
#"Frequency / THz"	"Gain (IEEE),3D,Max. Value (Solid Angle) (6) [Real Part]"
#---------------------------------------------------------------------------
0.10000000000000	1.8199426004546
0.19000000000000	3.2786438599577
0.28000000000000	6.2528162884251
0.37000000000000	9.5304578188560
0.46000000000000	8.2694289340316
0.55000000000000	8.8241422809448
0.64000000000000	8.6024232677191
0.73000000000000	8.4282853370188
0.82000000000000	8.0320598834589
0.91000000000000	9.5689456318769
